# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar  2 07:51:45 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and sy_pnum > 2)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-281 b,Kepler-281,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.64600800,0.00013900,-0.00013900,0,0.117000,,,0,2.820,1.120,-1.120,0,0.252,0.100,-0.100,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5723.00,200.00,-200.00,0,0.90,0.35,-0.35,0,,,,,,,,,,4.53,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.4500000,104.7700000,-93.7300000,15.9310000,0.1490000,-0.1490000,13.9940000,0.0580000,-0.0580000,15.7537000,0.0005270,-0.0005270,2014-05-14,2014-03,2014-05-14
Kepler-281 c,Kepler-281,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,36.33737300,0.00011100,-0.00011100,0,0.215000,,,0,5.310,2.060,-2.060,0,0.474,0.184,-0.184,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5723.00,200.00,-200.00,0,0.90,0.35,-0.35,0,,,,,,,,,,4.53,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.4500000,104.7700000,-93.7300000,15.9310000,0.1490000,-0.1490000,13.9940000,0.0580000,-0.0580000,15.7537000,0.0005270,-0.0005270,2014-05-14,2014-03,2014-05-14
Kepler-281 d,Kepler-281,1,1,3,Transit,2021,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,148.27200320,,,0,,,,,5.937,,,0,0.530,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5717.00,156.00,-173.00,0,0.88,0.23,-0.08,0,0.98,0.10,-0.11,0,0.000,0.250,-0.300,0,[Fe/H],4.54,0.04,-0.19,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h36m25.96s,294.1081465,+44d46m14.35s,44.7706524,1745.4500000,104.7700000,-93.7300000,15.9310000,0.1490000,-0.1490000,13.9940000,0.0580000,-0.0580000,15.7537000,0.0005270,-0.0005270,2021-12-05,2022-02,2021-12-05
Kepler-282 b,Kepler-282,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,9.22052400,0.00034100,-0.00034100,0,0.082000,,,0,1.010,0.250,-0.250,0,0.090,0.022,-0.022,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5602.00,155.00,-155.00,0,0.90,0.21,-0.21,0,,,,,,,,,,4.46,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,44.6100000,-41.8700000,15.4440000,0.2630000,-0.2630000,13.6500000,0.0460000,-0.0460000,15.1779000,0.0003540,-0.0003540,2014-05-14,2014-03,2014-05-14
Kepler-282 c,Kepler-282,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,13.63872300,0.00049100,-0.00049100,0,0.106000,,,0,1.200,0.290,-0.290,0,0.107,0.026,-0.026,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5602.00,155.00,-155.00,0,0.90,0.21,-0.21,0,,,,,,,,,,4.46,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,44.6100000,-41.8700000,15.4440000,0.2630000,-0.2630000,13.6500000,0.0460000,-0.0460000,15.1779000,0.0003540,-0.0003540,2014-05-14,2014-03,2014-05-14
Kepler-282 d,Kepler-282,1,1,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,24.80600000,,,0,,,,,2.460,1.000,-0.200,0,0.219,0.089,-0.018,0,61.00000,35.90000,-36.10000,0,0.19200,0.11300,-0.11400,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,,,,,,4.53,0.03,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,44.6100000,-41.8700000,15.4440000,0.2630000,-0.2630000,13.6500000,0.0460000,-0.0460000,15.1779000,0.0003540,-0.0003540,2014-05-14,2014-02,2014-05-14
Kepler-282 e,Kepler-282,1,1,4,Transit,2013,Kepler,Published Confirmed,0,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,44.34700000,,,0,,,,,3.100,1.260,-0.250,0,0.277,0.112,-0.022,0,56.20000,16.20000,-16.70000,0,0.17700,0.05100,-0.05300,0,Mass,,,,,,,,,,,,,1,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,,,,,,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,,,,,,4.53,0.03,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h58m42.54s,284.6772402,+44d47m51.50s,44.7976401,1337.6100000,44.6100000,-41.8700000,15.4440000,0.2630000,-0.2630000,13.6500000,0.0460000,-0.0460000,15.1779000,0.0003540,-0.0003540,2014-05-14,2014-02,2014-05-14
Kepler-286 b,Kepler-286,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,1.79630200,0.00000900,-0.00000900,0,0.027000,,,0,1.240,0.250,-0.250,0,0.111,0.022,-0.022,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5580.00,131.00,-131.00,0,0.86,0.17,-0.17,0,,,,,,,,,,4.50,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,1226.8500000,116.7100000,-98.4100000,15.8630000,0.2290000,-0.2290000,14.1210000,0.0710000,-0.0710000,15.5447000,0.0005080,-0.0005080,2014-05-14,2014-03,2014-05-14
Kepler-286 c,Kepler-286,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.46809500,0.00002300,-0.00002300,0,0.042000,,,0,1.370,0.270,-0.270,0,0.122,0.024,-0.024,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5580.00,131.00,-131.00,0,0.86,0.17,-0.17,0,,,,,,,,,,4.50,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,1226.8500000,116.7100000,-98.4100000,15.8630000,0.2290000,-0.2290000,14.1210000,0.0710000,-0.0710000,15.5447000,0.0005080,-0.0005080,2014-05-14,2014-03,2014-05-14
Kepler-286 d,Kepler-286,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,5.91432300,0.00005400,-0.00005400,0,0.061000,,,0,1.330,0.270,-0.270,0,0.119,0.024,-0.024,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5580.00,131.00,-131.00,0,0.86,0.17,-0.17,0,,,,,,,,,,4.50,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,1226.8500000,116.7100000,-98.4100000,15.8630000,0.2290000,-0.2290000,14.1210000,0.0710000,-0.0710000,15.5447000,0.0005080,-0.0005080,2014-05-14,2014-03,2014-05-14
Kepler-286 e,Kepler-286,1,1,4,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,29.22128900,0.00037000,-0.00037000,0,0.176000,,,0,1.770,0.430,-0.430,0,0.158,0.038,-0.038,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5580.00,131.00,-131.00,0,0.86,0.17,-0.17,0,,,,,,,,,,4.50,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m42.28s,290.6761874,+48d17m39.25s,48.2942362,1226.8500000,116.7100000,-98.4100000,15.8630000,0.2290000,-0.2290000,14.1210000,0.0710000,-0.0710000,15.5447000,0.0005080,-0.0005080,2014-05-14,2014-03,2014-05-14
Kepler-288 b,Kepler-288,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,6.09732600,0.00006400,-0.00006400,0,0.065000,,,0,1.670,0.800,-0.800,0,0.149,0.071,-0.071,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5918.00,250.00,-250.00,0,1.09,0.52,-0.52,0,,,,,,,,,,4.35,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1194.1500000,34.4400000,-32.5900000,15.2830000,0.2520000,-0.2520000,13.5870000,0.0420000,-0.0420000,15.1520000,0.0003350,-0.0003350,2014-05-14,2014-03,2014-05-14
Kepler-288 c,Kepler-288,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,19.30577200,0.00013500,-0.00013500,0,0.140000,,,0,2.850,1.360,-1.360,0,0.254,0.121,-0.121,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5918.00,250.00,-250.00,0,1.09,0.52,-0.52,0,,,,,,,,,,4.35,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1194.1500000,34.4400000,-32.5900000,15.2830000,0.2520000,-0.2520000,13.5870000,0.0420000,-0.0420000,15.1520000,0.0003350,-0.0003350,2014-05-14,2014-03,2014-05-14
Kepler-288 d,Kepler-288,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,56.63374200,0.00090800,-0.00090800,0,0.287000,,,0,2.670,1.270,-1.270,0,0.238,0.113,-0.113,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5918.00,250.00,-250.00,0,1.09,0.52,-0.52,0,,,,,,,,,,4.35,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h15m39.94s,288.9163997,+39d35m41.11s,39.5947523,1194.1500000,34.4400000,-32.5900000,15.2830000,0.2520000,-0.2520000,13.5870000,0.0420000,-0.0420000,15.1520000,0.0003350,-0.0003350,2014-05-14,2014-03,2014-05-14
Kepler-289 b,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>,34.53830000,0.00060000,-0.00060000,0,,,,,2.490,0.070,-0.070,0,0.222,0.006,-0.006,0,3.70000,3.79000,-1.96000,0,0.01164,0.01192,-0.00617,0,Mass,,,,,,,,,,,,,1,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,8.8090000,-8.8090000,14.1420000,0.0690000,-0.0690000,12.5080000,0.0220000,-0.0220000,13.9628000,0.0003650,-0.0003650,2024-09-13,2023-02,2024-09-13
Kepler-289 c,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>,125.87230000,0.00350000,-0.00210000,0,,,,,11.230,0.210,-0.210,0,1.002,0.019,-0.019,0,157.18000,7.04000,-7.31000,0,0.49000,0.02000,-0.02000,0,Mass,,,,,,,,,,,,,1,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,8.8090000,-8.8090000,14.1420000,0.0690000,-0.0690000,12.5080000,0.0220000,-0.0220000,13.9628000,0.0003650,-0.0003650,2024-09-13,2023-02,2024-09-13
Kepler-289 d,Kepler-289,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=GREKLEK_MCKEON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...48G/abstract target=ref>Greklek-McKeon et al. 2023</a>,66.02820000,0.00440000,-0.00390000,0,,,,,3.030,0.080,-0.080,0,0.270,0.007,-0.007,0,5.33000,0.43000,-0.42000,0,0.01677,0.00135,-0.00132,0,Mass,,,,,,,,,,,,,1,<a refstr=SCHMITT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795..167S/abstract target=ref>Schmitt et al. 2014</a>,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.050,0.040,-0.040,0,[Fe/H],4.47,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m51.68s,297.4653351,+42d52m58.27s,42.8828517,704.4380000,8.8090000,-8.8090000,14.1420000,0.0690000,-0.0690000,12.5080000,0.0220000,-0.0220000,13.9628000,0.0003650,-0.0003650,2024-09-13,2023-02,2024-09-13
Kepler-290 b,Kepler-290,1,1,3,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,14.58934700,0.00006600,-0.00006600,0,0.110000,,,0,2.250,1.220,-1.220,0,0.201,0.109,-0.109,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,5147.00,200.00,-200.00,0,0.74,0.38,-0.38,0,,,,,,,,,,4.62,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m38.41s,286.4100307,+42d40m53.45s,42.6815137,694.6270000,14.5180000,-13.9460000,15.7750000,0.0800000,-0.0800000,13.4520000,0.0380000,-0.0380000,15.5648000,0.0004860,-0.0004860,2014-05-14,2014-03,2014-05-14
